policy_seed,state_id,slope
0,0,0.17560877083200965
0,1,0.021085455744765988
0,2,0.16125379418194535
0,3,0.09870665334408468
0,4,0.07403227015569794
0,5,0.6026749508991337
0,6,0.006348341948819187
0,7,0.10451729548938855
0,8,0.471397130301539
0,9,0.08147320748224918
0,10,0.4360101904806631
0,11,0.008398720024744304
0,12,0.3691198357579486
0,13,0.6366681369356207
0,14,0.03707595268062262
0,15,0.2071405229594525
0,16,0.07053651848791777
0,17,0.08328474771011662
0,18,0.17070259955151124
0,19,0.05503704979401416
0,20,0.13531612765216125
0,21,0.42244506246234187
0,22,0.008497541882902452
0,23,0.3140150862234003
0,24,0.4955562352152637
0,25,0.0765758021931181
0,26,0.036589531184688835
0,27,0.5380902977921413
0,28,0.09746148847832024
0,29,0.5033395091343581
0,30,0.036326423945647765
0,31,0.1323214767217617
0,32,0.31684945931759534
0,33,0.06994121852056812
0,34,0.016420915357977302
0,35,0.08384110682770146
0,36,0.17615763931231612
0,37,0.19809481779206747
0,38,0.03928384358925046
0,39,0.06523914565664374
0,40,0.30080184316771363
0,41,0.34000537930324104
0,42,0.010656913172727355
0,43,0.6363369348230977
0,44,0.08755721984222385
0,45,0.06865988731277801
0,46,0.357933543430594
0,47,0.6426427179922309
0,48,0.19901071951737723
0,49,0.2314949584665887
0,50,0.26882585368124684
0,51,0.04059120290629175
0,52,0.3113386789387238
0,53,0.07366572265268478
0,54,0.37619224834743975
0,55,0.21300231869789213
0,56,0.04616914247992957
0,57,0.06653002152562001
0,58,0.08663020668110738
0,59,0.43182173339395996
0,60,0.19321860092619117
0,61,0.975876961586094
0,62,0.16660322163056537
0,63,0.5209492319113023
0,64,0.6803801803851774
0,65,0.07664633720856484
0,66,0.2513959027672326
0,67,0.3144918678519784
0,68,0.6393671899082034
0,69,0.03661862266204945
0,70,0.08547576366242844
0,71,0.13142699307457603
0,72,0.0584387363275223
0,73,0.18806103878078367
0,74,0.40550241364765377
0,75,0.09718434704221833
0,76,0.6846297008019497
0,77,0.037444897238508634
0,78,0.02050876309905867
0,79,0.07741332291055836
0,80,0.26294306786833627
0,81,0.1019334172880628
0,82,0.20807903614893386
0,83,0.3875385882499348
0,84,0.8981591173789641
0,85,0.25027669395462293
0,86,0.0491525276702068
0,87,0.23641458864987824
0,88,0.33746789512923264
0,89,0.012132695874636817
0,90,0.21579055959734347
0,91,0.21734995037224164
0,92,0.06209609913976172
0,93,0.2631868567109332
0,94,0.08941618333775635
0,95,0.09857746803374673
0,96,0.7582942430478067
0,97,0.19097573232059897
0,98,0.18774911238337158
0,99,0.17197893171647377
1,0,0.9686860323558831
1,1,0.07583366190372667
1,2,5.680096284357601
1,3,1.9443254943820103
1,4,4.922601105294413
1,5,0.0015367731664443478
1,6,0.08991924687911639
1,7,1.072993458067762
1,8,0.7939056822631607
1,9,4.688910816180455
1,10,0.614333209441993
1,11,0.11823902924531066
1,12,0.4413611130173299
1,13,6.422176194279652
1,14,0.2958755077260343
1,15,1.2383919120192939
1,16,0.13204159923698147
1,17,2.2255489664382404
1,18,0.29814426774311154
1,19,0.21349431078398098
1,20,2.079570990915073
1,21,2.4000776573433567
1,22,0.12151153220605569
1,23,0.0075039345376816825
1,24,-0.021979519189976992
1,25,0.1311053644409516
1,26,0.02385270122034714
1,27,1.0459742688249212
1,28,0.351362949845991
1,29,3.7917508076250295
1,30,0.380079605735504
1,31,0.3778721826206097
1,32,1.3040716708170956
1,33,0.2880105021232654
1,34,0.241488848803731
1,35,0.19325538759679117
1,36,0.987053844905644
1,37,15.674871638872508
1,38,27.97674041101501
1,39,0.09196909196651969
1,40,9.355288621820176
1,41,5.961463534282685
1,42,0.09819213898105371
1,43,0.2902193857991568
1,44,0.2622741065142743
1,45,4.614223744259822
1,46,1.0740587133099466
1,47,2.6479899819329686
1,48,0.49804276695999466
1,49,0.5499746660700167
1,50,0.3336646371244133
1,51,3.151000130545677
